,spelling,pronunciation,PG_default_PG.mean,PG_default_PG.median,PG_default_PG.max,PG_default_PG.min,PG_default_PG.sd,PG_noposition_PG.mean,PG_noposition_PG.median,PG_noposition_PG.max,PG_noposition_PG.min,PG_noposition_PG.sd,PG_freq_PG.mean,PG_freq_PG.median,PG_freq_PG.max,PG_freq_PG.min,PG_freq_PG.sd,PG_freq_noposition_PG.mean,PG_freq_noposition_PG.median,PG_freq_noposition_PG.max,PG_freq_noposition_PG.min,PG_freq_noposition_PG.sd,ONC_default_PG.mean,ONC_default_PG.median,ONC_default_PG.max,ONC_default_PG.min,ONC_default_PG.sd,ONC_noposition_PG.mean,ONC_noposition_PG.median,ONC_noposition_PG.max,ONC_noposition_PG.min,ONC_noposition_PG.sd,ONC_freq_PG.mean,ONC_freq_PG.median,ONC_freq_PG.max,ONC_freq_PG.min,ONC_freq_PG.sd,ONC_freq_noposition_PG.mean,ONC_freq_noposition_PG.median,ONC_freq_noposition_PG.max,ONC_freq_noposition_PG.min,ONC_freq_noposition_PG.sd,OC_default_PG.mean,OC_default_PG.median,OC_default_PG.max,OC_default_PG.min,OC_default_PG.sd,OC_noposition_PG.mean,OC_noposition_PG.median,OC_noposition_PG.max,OC_noposition_PG.min,OC_noposition_PG.sd,OC_freq_PG.mean,OC_freq_PG.median,OC_freq_PG.max,OC_freq_PG.min,OC_freq_PG.sd,OC_freq_noposition_PG.mean,OC_freq_noposition_PG.median,OC_freq_noposition_PG.max,OC_freq_noposition_PG.min,OC_freq_noposition_PG.sd,OR_default_PG.mean,OR_default_PG.median,OR_default_PG.max,OR_default_PG.min,OR_default_PG.sd,OR_noposition_PG.mean,OR_noposition_PG.median,OR_noposition_PG.max,OR_noposition_PG.min,OR_noposition_PG.sd,OR_freq_PG.mean,OR_freq_PG.median,OR_freq_PG.max,OR_freq_PG.min,OR_freq_PG.sd,OR_freq_noposition_PG.mean,OR_freq_noposition_PG.median,OR_freq_noposition_PG.max,OR_freq_noposition_PG.min,OR_freq_noposition_PG.sd,PG_default_GP.mean,PG_default_GP.median,PG_default_GP.max,PG_default_GP.min,PG_default_GP.sd,PG_noposition_GP.mean,PG_noposition_GP.median,PG_noposition_GP.max,PG_noposition_GP.min,PG_noposition_GP.sd,PG_freq_GP.mean,PG_freq_GP.median,PG_freq_GP.max,PG_freq_GP.min,PG_freq_GP.sd,PG_freq_noposition_GP.mean,PG_freq_noposition_GP.median,PG_freq_noposition_GP.max,PG_freq_noposition_GP.min,PG_freq_noposition_GP.sd,ONC_default_GP.mean,ONC_default_GP.median,ONC_default_GP.max,ONC_default_GP.min,ONC_default_GP.sd,ONC_noposition_GP.mean,ONC_noposition_GP.median,ONC_noposition_GP.max,ONC_noposition_GP.min,ONC_noposition_GP.sd,ONC_freq_GP.mean,ONC_freq_GP.median,ONC_freq_GP.max,ONC_freq_GP.min,ONC_freq_GP.sd,ONC_freq_noposition_GP.mean,ONC_freq_noposition_GP.median,ONC_freq_noposition_GP.max,ONC_freq_noposition_GP.min,ONC_freq_noposition_GP.sd,OC_default_GP.mean,OC_default_GP.median,OC_default_GP.max,OC_default_GP.min,OC_default_GP.sd,OC_noposition_GP.mean,OC_noposition_GP.median,OC_noposition_GP.max,OC_noposition_GP.min,OC_noposition_GP.sd,OC_freq_GP.mean,OC_freq_GP.median,OC_freq_GP.max,OC_freq_GP.min,OC_freq_GP.sd,OC_freq_noposition_GP.mean,OC_freq_noposition_GP.median,OC_freq_noposition_GP.max,OC_freq_noposition_GP.min,OC_freq_noposition_GP.sd,OR_default_GP.mean,OR_default_GP.median,OR_default_GP.max,OR_default_GP.min,OR_default_GP.sd,OR_noposition_GP.mean,OR_noposition_GP.median,OR_noposition_GP.max,OR_noposition_GP.min,OR_noposition_GP.sd,OR_freq_GP.mean,OR_freq_GP.median,OR_freq_GP.max,OR_freq_GP.min,OR_freq_GP.sd,OR_freq_noposition_GP.mean,OR_freq_noposition_GP.median,OR_freq_noposition_GP.max,OR_freq_noposition_GP.min,OR_freq_noposition_GP.sd,PG_default_PG_freq.mean,PG_default_PG_freq.median,PG_default_PG_freq.max,PG_default_PG_freq.min,PG_default_PG_freq.sd,PG_noposition_PG_freq.mean,PG_noposition_PG_freq.median,PG_noposition_PG_freq.max,PG_noposition_PG_freq.min,PG_noposition_PG_freq.sd,PG_freq_PG_freq.mean,PG_freq_PG_freq.median,PG_freq_PG_freq.max,PG_freq_PG_freq.min,PG_freq_PG_freq.sd,PG_freq_noposition_PG_freq.mean,PG_freq_noposition_PG_freq.median,PG_freq_noposition_PG_freq.max,PG_freq_noposition_PG_freq.min,PG_freq_noposition_PG_freq.sd,ONC_default_PG_freq.mean,ONC_default_PG_freq.median,ONC_default_PG_freq.max,ONC_default_PG_freq.min,ONC_default_PG_freq.sd,ONC_noposition_PG_freq.mean,ONC_noposition_PG_freq.median,ONC_noposition_PG_freq.max,ONC_noposition_PG_freq.min,ONC_noposition_PG_freq.sd,ONC_freq_PG_freq.mean,ONC_freq_PG_freq.median,ONC_freq_PG_freq.max,ONC_freq_PG_freq.min,ONC_freq_PG_freq.sd,ONC_freq_noposition_PG_freq.mean,ONC_freq_noposition_PG_freq.median,ONC_freq_noposition_PG_freq.max,ONC_freq_noposition_PG_freq.min,ONC_freq_noposition_PG_freq.sd,OC_default_PG_freq.mean,OC_default_PG_freq.median,OC_default_PG_freq.max,OC_default_PG_freq.min,OC_default_PG_freq.sd,OC_noposition_PG_freq.mean,OC_noposition_PG_freq.median,OC_noposition_PG_freq.max,OC_noposition_PG_freq.min,OC_noposition_PG_freq.sd,OC_freq_PG_freq.mean,OC_freq_PG_freq.median,OC_freq_PG_freq.max,OC_freq_PG_freq.min,OC_freq_PG_freq.sd,OC_freq_noposition_PG_freq.mean,OC_freq_noposition_PG_freq.median,OC_freq_noposition_PG_freq.max,OC_freq_noposition_PG_freq.min,OC_freq_noposition_PG_freq.sd,OR_default_PG_freq.mean,OR_default_PG_freq.median,OR_default_PG_freq.max,OR_default_PG_freq.min,OR_default_PG_freq.sd,OR_noposition_PG_freq.mean,OR_noposition_PG_freq.median,OR_noposition_PG_freq.max,OR_noposition_PG_freq.min,OR_noposition_PG_freq.sd,OR_freq_PG_freq.mean,OR_freq_PG_freq.median,OR_freq_PG_freq.max,OR_freq_PG_freq.min,OR_freq_PG_freq.sd,OR_freq_noposition_PG_freq.mean,OR_freq_noposition_PG_freq.median,OR_freq_noposition_PG_freq.max,OR_freq_noposition_PG_freq.min,OR_freq_noposition_PG_freq.sd,PG_default_G_freq.mean,PG_default_G_freq.median,PG_default_G_freq.max,PG_default_G_freq.min,PG_default_G_freq.sd,PG_noposition_G_freq.mean,PG_noposition_G_freq.median,PG_noposition_G_freq.max,PG_noposition_G_freq.min,PG_noposition_G_freq.sd,PG_freq_G_freq.mean,PG_freq_G_freq.median,PG_freq_G_freq.max,PG_freq_G_freq.min,PG_freq_G_freq.sd,PG_freq_noposition_G_freq.mean,PG_freq_noposition_G_freq.median,PG_freq_noposition_G_freq.max,PG_freq_noposition_G_freq.min,PG_freq_noposition_G_freq.sd,ONC_default_G_freq.mean,ONC_default_G_freq.median,ONC_default_G_freq.max,ONC_default_G_freq.min,ONC_default_G_freq.sd,ONC_noposition_G_freq.mean,ONC_noposition_G_freq.median,ONC_noposition_G_freq.max,ONC_noposition_G_freq.min,ONC_noposition_G_freq.sd,ONC_freq_G_freq.mean,ONC_freq_G_freq.median,ONC_freq_G_freq.max,ONC_freq_G_freq.min,ONC_freq_G_freq.sd,ONC_freq_noposition_G_freq.mean,ONC_freq_noposition_G_freq.median,ONC_freq_noposition_G_freq.max,ONC_freq_noposition_G_freq.min,ONC_freq_noposition_G_freq.sd,OC_default_G_freq.mean,OC_default_G_freq.median,OC_default_G_freq.max,OC_default_G_freq.min,OC_default_G_freq.sd,OC_noposition_G_freq.mean,OC_noposition_G_freq.median,OC_noposition_G_freq.max,OC_noposition_G_freq.min,OC_noposition_G_freq.sd,OC_freq_G_freq.mean,OC_freq_G_freq.median,OC_freq_G_freq.max,OC_freq_G_freq.min,OC_freq_G_freq.sd,OC_freq_noposition_G_freq.mean,OC_freq_noposition_G_freq.median,OC_freq_noposition_G_freq.max,OC_freq_noposition_G_freq.min,OC_freq_noposition_G_freq.sd,OR_default_G_freq.mean,OR_default_G_freq.median,OR_default_G_freq.max,OR_default_G_freq.min,OR_default_G_freq.sd,OR_noposition_G_freq.mean,OR_noposition_G_freq.median,OR_noposition_G_freq.max,OR_noposition_G_freq.min,OR_noposition_G_freq.sd,OR_freq_G_freq.mean,OR_freq_G_freq.median,OR_freq_G_freq.max,OR_freq_G_freq.min,OR_freq_G_freq.sd,OR_freq_noposition_G_freq.mean,OR_freq_noposition_G_freq.median,OR_freq_noposition_G_freq.max,OR_freq_noposition_G_freq.min,OR_freq_noposition_G_freq.sd,PG_default_P_freq.mean,PG_default_P_freq.median,PG_default_P_freq.max,PG_default_P_freq.min,PG_default_P_freq.sd,PG_noposition_P_freq.mean,PG_noposition_P_freq.median,PG_noposition_P_freq.max,PG_noposition_P_freq.min,PG_noposition_P_freq.sd,PG_freq_P_freq.mean,PG_freq_P_freq.median,PG_freq_P_freq.max,PG_freq_P_freq.min,PG_freq_P_freq.sd,PG_freq_noposition_P_freq.mean,PG_freq_noposition_P_freq.median,PG_freq_noposition_P_freq.max,PG_freq_noposition_P_freq.min,PG_freq_noposition_P_freq.sd,ONC_default_P_freq.mean,ONC_default_P_freq.median,ONC_default_P_freq.max,ONC_default_P_freq.min,ONC_default_P_freq.sd,ONC_noposition_P_freq.mean,ONC_noposition_P_freq.median,ONC_noposition_P_freq.max,ONC_noposition_P_freq.min,ONC_noposition_P_freq.sd,ONC_freq_P_freq.mean,ONC_freq_P_freq.median,ONC_freq_P_freq.max,ONC_freq_P_freq.min,ONC_freq_P_freq.sd,ONC_freq_noposition_P_freq.mean,ONC_freq_noposition_P_freq.median,ONC_freq_noposition_P_freq.max,ONC_freq_noposition_P_freq.min,ONC_freq_noposition_P_freq.sd,OC_default_P_freq.mean,OC_default_P_freq.median,OC_default_P_freq.max,OC_default_P_freq.min,OC_default_P_freq.sd,OC_noposition_P_freq.mean,OC_noposition_P_freq.median,OC_noposition_P_freq.max,OC_noposition_P_freq.min,OC_noposition_P_freq.sd,OC_freq_P_freq.mean,OC_freq_P_freq.median,OC_freq_P_freq.max,OC_freq_P_freq.min,OC_freq_P_freq.sd,OC_freq_noposition_P_freq.mean,OC_freq_noposition_P_freq.median,OC_freq_noposition_P_freq.max,OC_freq_noposition_P_freq.min,OC_freq_noposition_P_freq.sd,OR_default_P_freq.mean,OR_default_P_freq.median,OR_default_P_freq.max,OR_default_P_freq.min,OR_default_P_freq.sd,OR_noposition_P_freq.mean,OR_noposition_P_freq.median,OR_noposition_P_freq.max,OR_noposition_P_freq.min,OR_noposition_P_freq.sd,OR_freq_P_freq.mean,OR_freq_P_freq.median,OR_freq_P_freq.max,OR_freq_P_freq.min,OR_freq_P_freq.sd,OR_freq_noposition_P_freq.mean,OR_freq_noposition_P_freq.median,OR_freq_noposition_P_freq.max,OR_freq_noposition_P_freq.min,OR_freq_noposition_P_freq.sd,pp_mean,pp_min,pp_freq_mean,pp_freq_min
666,animated,@nem8t1d,0.698625,0.84135,0.9823,0.085,0.330208565,0.6813125,0.9015,0.9718,0.1149,0.368818765,0.6672625,0.7859,0.996,0.0511,0.330997691,0.659375,0.895,0.9776,0.0472,0.394374843,0.7285625,0.88555,0.9937,0.085,0.346081708,0.6928125,0.93405,0.9718,0.1149,0.377194885,0.6662625,0.77855,0.996,0.0511,0.330808378,0.660825,0.90275,0.9776,0.0472,0.395449093,0.54628,0.4324,0.9937,0.1468,0.418273304,0.52718,0.3813,0.9878,0.1344,0.427131943,0.54656,0.5405,0.996,0.1242,0.377593807,0.46156,0.2089,0.9955,0.0735,0.426653311,0.7931,0.8732,1,0.2797,0.237055816,0.771228571,0.8991,0.9956,0.2098,0.269178341,0.689842857,0.7656,1,0.2589,0.268067671,0.641142857,0.7671,0.9785,0.0594,0.324418356,0.6111875,0.6643,1,0.0601,0.408119217,0.585125,0.6548,1,0.1307,0.429893208,0.5917875,0.6102,1,0.0491,0.4229613,0.574425,0.67015,1,0.0326,0.45260004,0.6105,0.6618,1,0.0601,0.407476331,0.5840625,0.6573,1,0.1316,0.42851311,0.5910875,0.6074,1,0.0491,0.422337686,0.577475,0.68425,1,0.0326,0.455627193,0.37722,0.267,0.9991,0.1139,0.365662108,0.34338,0.2394,0.9992,0.0818,0.377361355,0.35718,0.1913,1,0.1147,0.365190754,0.33904,0.1719,1,0.101,0.376285215,0.564328571,0.2671,1,0.2415,0.386107151,0.559142857,0.2788,1,0.2182,0.395381545,0.5485,0.4368,1,0.0198,0.41602046,0.557471429,0.4323,1,0.075,0.422445814,3.016275,3.03785,3.4901,2.5403,0.311333972,3.48965,3.54725,3.9172,3.0674,0.355307802,5.82725,5.82765,6.4216,5.3572,0.373546857,6.464625,6.6328,7.0382,5.5243,0.513110466,2.9896625,3.00425,3.4518,2.5403,0.292500476,3.423375,3.5176,3.7925,3.0674,0.285088471,5.7813625,5.82365,6.1397,5.3572,0.30781648,6.4111625,6.5874,6.9216,5.5243,0.467374337,2.2467,2.0128,3.041,1.5185,0.598324544,2.31888,2.0128,3.1113,1.7324,0.575385277,5.11342,4.8391,6.1397,4.0753,0.956031902,5.23232,4.8391,6.1492,4.4172,0.833907553,2.8765,2.9675,3.4518,2.1761,0.477047108,3.078328571,3.129,3.5483,2.1761,0.446902072,5.490785714,5.5679,6.0162,4.764,0.463675308,5.943042857,6.1647,6.5021,5.0133,0.569367207,3.3726625,3.3689,3.7605,3.0603,0.255351259,3.87755,3.94255,3.9962,3.5846,0.148613256,6.22155,6.13885,6.6674,5.7095,0.339634,6.9423125,7.0221,7.0742,6.6519,0.159965348,3.3463625,3.34645,3.7605,3.0414,0.274382819,3.81145,3.87795,3.9962,3.5253,0.184304895,6.176,6.1081,6.6674,5.7095,0.333911956,6.88735,6.96845,7.0742,6.5627,0.196024051,2.81352,2.9325,3.0603,2.4502,0.279300299,2.96146,2.9961,3.257,2.6304,0.246457457,5.69814,5.5574,6.6674,5.0158,0.685338601,5.86738,5.715,6.688,5.182,0.565403689,3.219385714,3.2127,3.5842,2.7649,0.326701915,3.433957143,3.5711,3.6836,2.7789,0.322882284,5.974142857,6.0533,6.467,5.3731,0.350399205,6.366471429,6.5146,6.6677,5.3775,0.451808266,3.265375,3.2982,3.6099,2.6561,0.313736185,3.76145,3.8294,4.0069,3.4076,0.223733368,6.12135,6.09355,6.6491,5.7052,0.326259498,6.8092125,6.8109,7.0579,6.5391,0.180603998,3.223725,3.21145,3.6099,2.6561,0.316665437,3.689775,3.65695,4.0069,3.4076,0.204675309,6.0760625,6.08575,6.6491,5.7052,0.289914164,6.75505,6.7579,6.9514,6.5391,0.163321541,2.6362,2.7634,3.0438,1.8751,0.448494086,2.7397,2.8202,3.1166,2.1461,0.360842085,5.49148,5.4809,6.1695,4.3424,0.746813576,5.75818,5.5511,6.184,5.3855,0.379051167,3.004685714,3.1667,3.5205,2.2718,0.52556016,3.231985714,3.3562,3.655,2.3201,0.446930567,5.690685714,5.7582,6.1322,4.764,0.475444804,6.247885714,6.4395,6.6597,5.4336,0.44659131,0.810681571,0.426199262,0.80702585,0.416936063
1006,ask,@sk,0.7415,0.8391,0.9823,0.4031,0.301682747,0.634433333,0.7493,0.9718,0.1822,0.407139784,0.881166667,0.9483,0.996,0.6992,0.159382318,0.6821,0.8179,0.8873,0.3411,0.29734633,0.86615,0.86615,0.9823,0.75,0.164260905,0.6351,0.6351,0.9718,0.2984,0.476165706,0.9934,0.9934,0.996,0.9908,0.003676955,0.6651,0.6651,0.8873,0.4429,0.314238254,0.86615,0.86615,0.9823,0.75,0.164260905,0.81505,0.81505,0.9779,0.6522,0.230304679,0.9934,0.9934,0.996,0.9908,0.003676955,0.99035,0.99035,0.9955,0.9852,0.0072832,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,0.746066667,0.8514,1,0.3868,0.319882624,0.6702,0.6569,1,0.3537,0.323355207,0.7416,0.9281,1,0.2967,0.386968229,0.669233333,0.6266,1,0.3811,0.311644835,0.6934,0.6934,1,0.3868,0.433597878,0.67685,0.67685,1,0.3537,0.457003113,0.64835,0.64835,1,0.2967,0.497308199,0.69055,0.69055,1,0.3811,0.437628387,0.6934,0.6934,1,0.3868,0.433597878,0.64675,0.64675,1,0.2935,0.499570941,0.64835,0.64835,1,0.2967,0.497308199,0.6446,0.6446,1,0.2892,0.5026115,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,2.6038,2.6484,2.6675,2.4955,0.094275501,3.4498,3.5099,3.7872,3.0523,0.371117919,5.9832,5.9843,6.1397,5.8256,0.157052889,6.509466667,6.6137,6.6975,6.2172,0.256554991,1.92625,1.92625,2.6484,1.2041,1.021274324,2.73685,2.73685,3.5099,1.9638,1.093257794,5.32045,5.32045,6.1397,4.5012,1.158594461,5.6864,5.6864,6.6137,4.7591,1.311400236,1.92625,1.92625,2.6484,1.2041,1.021274324,1.9646,1.9646,2.7251,1.2041,1.075509414,5.32045,5.32045,6.1397,4.5012,1.158594461,5.3252,5.3252,6.1492,4.5012,1.165311975,0.8451,0.8451,0.8451,0.8451,NA,0.8451,0.8451,0.8451,0.8451,NA,4.4215,4.4215,4.4215,4.4215,NA,4.4215,4.4215,4.4215,4.4215,NA,2.764333333,2.7372,3.0603,2.4955,0.28337594,3.661033333,3.9611,3.9697,3.0523,0.527196067,6.1699,5.9843,6.6674,5.858,0.435451042,6.716766667,6.9005,7.0326,6.2172,0.437650252,2.1322,2.1322,3.0603,1.2041,1.312531607,2.96245,2.96245,3.9611,1.9638,1.412304374,5.5843,5.5843,6.6674,4.5012,1.531734709,5.89585,5.89585,7.0326,4.7591,1.607607267,2.1322,2.1322,3.0603,1.2041,1.312531607,2.23055,2.23055,3.257,1.2041,1.451619511,5.5843,5.5843,6.6674,4.5012,1.531734709,5.5946,5.5946,6.688,4.5012,1.546301109,0.8451,0.8451,0.8451,0.8451,NA,0.8451,0.8451,0.8451,0.8451,NA,4.4215,4.4215,4.4215,4.4215,NA,4.4215,4.4215,4.4215,4.4215,NA,2.762966667,2.7435,2.8893,2.6561,0.11781245,3.742133333,3.7915,3.9126,3.5223,0.199778185,6.043266667,6.1397,6.1414,5.8487,0.16850182,6.711566667,6.6843,6.7848,6.6656,0.064107436,1.98915,1.98915,2.6561,1.3222,0.943209735,3.004,3.004,3.5223,2.4857,0.732986889,5.3233,5.3233,6.1414,4.5052,1.156968115,5.8892,5.8892,6.6656,5.1128,1.09799541,1.98915,1.98915,2.6561,1.3222,0.943209735,2.0575,2.0575,2.7348,1.3802,0.957846846,5.3233,5.3233,6.1414,4.5052,1.156968115,5.32945,5.32945,6.1512,4.5077,1.162129995,0.8451,0.8451,0.8451,0.8451,NA,0.8451,0.8451,0.8451,0.8451,NA,4.4215,4.4215,4.4215,4.4215,NA,4.4215,4.4215,4.4215,4.4215,NA,1,1,1,1
1011,asleep,eslip,0.73426,0.8412,0.9915,0.2346,0.311409069,0.58688,0.7493,0.9301,0.0931,0.378632027,0.78394,0.9436,1,0.3708,0.277052735,0.59254,0.7634,0.9302,0.0883,0.353902194,0.7112,0.81045,0.9893,0.2346,0.329686427,0.55525,0.5971,0.9337,0.0931,0.434311175,0.81185,0.9383,1,0.3708,0.297499148,0.58465,0.6386,0.9731,0.0883,0.430154588,0.721266667,0.8412,0.9893,0.3333,0.344052326,0.6522,0.6397,0.9913,0.3256,0.33302599,0.987933333,0.983,1,0.9808,0.010507775,0.8578,0.9127,0.9995,0.6612,0.175704952,0.823633333,0.8095,0.8817,0.7797,0.052448197,0.712833333,0.8,0.9337,0.4048,0.275013315,0.945566667,0.9571,0.9838,0.8958,0.045119434,0.801466667,0.9569,0.9731,0.4744,0.283363836,0.81566,0.8531,1,0.4338,0.232255157,0.77202,0.896,1,0.3072,0.295224935,0.77498,0.7728,1,0.356,0.263463018,0.74416,0.8558,1,0.2384,0.321319635,0.8113,0.9057,1,0.4338,0.259146149,0.79415,0.9347,1,0.3072,0.327616905,0.746275,0.81455,1,0.356,0.27658635,0.76215,0.9051,1,0.2384,0.354314865,0.811266667,1,1,0.4338,0.326895722,0.829833333,1,1,0.4895,0.294737312,0.785333333,1,1,0.356,0.371813573,0.790466667,1,1,0.3714,0.362922379,0.8646,0.9583,1,0.6355,0.199498947,0.789433333,0.9892,1,0.3791,0.355400117,0.805333333,0.8563,1,0.5597,0.224531119,0.809133333,0.9617,1,0.4657,0.298037856,2.82616,2.6981,3.3113,2.3222,0.437049543,3.45074,3.5926,3.7989,2.6263,0.48328316,5.85962,5.8043,6.2188,5.5415,0.271058014,6.37588,6.4099,6.6975,5.7926,0.35561033,2.2845,2.3839,2.6981,1.6721,0.437215896,2.9274,2.99805,3.4487,2.2648,0.57653315,5.379375,5.5858,6.2188,4.1271,0.887313276,5.7809,5.98115,6.4099,4.7514,0.731850071,1.8149,2.4456,2.6981,0.301,1.317140452,2.2616,2.6618,2.9469,1.1761,0.950817117,5.0847,5.6301,6.2188,3.4052,1.483975104,5.400333333,5.6749,6.2579,4.2682,1.022871773,1.864333333,1.6721,2.6656,1.2553,0.72453555,2.283166667,2.2648,3.2625,1.3222,0.970280384,5.033633333,4.7588,6.215,4.1271,1.070738821,5.282133333,4.7592,6.3358,4.7514,0.912510435,2.93266,3.0603,3.353,2.3909,0.441012203,3.59924,3.7989,3.9697,2.6739,0.539524233,5.99714,5.9314,6.6674,5.6534,0.408119992,6.55456,6.6222,7.0326,5.8603,0.467364903,2.39675,2.41825,3.0603,1.6902,0.560336818,3.070325,3.02185,3.9611,2.2765,0.746207363,5.536325,5.64175,6.6674,4.1944,1.016955205,5.958575,6.015,7.0326,4.7717,0.933886807,1.935633333,2.4456,3.0603,0.301,1.44861438,2.364966667,2.6618,3.257,1.1761,1.071736312,5.234233333,5.6301,6.6674,3.4052,1.666739339,5.5437,5.6749,6.688,4.2682,1.215223473,1.935866667,1.6902,2.8621,1.2553,0.831093041,2.4251,2.2695,3.6836,1.3222,1.188364847,5.140066667,4.7588,6.467,4.1944,1.183300847,5.398433333,4.7684,6.6677,4.7592,1.099226802,3.00938,2.9504,3.444,2.5514,0.373987235,3.81034,3.8517,4.0069,3.6241,0.165216867,5.9934,6.0087,6.2272,5.6928,0.194264086,6.72192,6.7848,6.8502,6.3886,0.191925186,2.487975,2.61165,2.9504,1.7782,0.516507711,3.341225,3.53175,4.0069,2.2945,0.739916938,5.501125,5.80125,6.2272,4.1748,0.917434391,6.167175,6.5276,6.8502,4.7633,0.983292928,1.9418,2.4502,2.7731,0.6021,1.171393687,2.4833,2.6656,3.1408,1.6435,0.76511554,5.089966667,5.6301,6.2272,3.4126,1.483004148,5.4735,5.6751,6.2976,4.4478,0.941234259,1.946933333,1.7782,2.7202,1.3424,0.70422753,2.454833333,2.2945,3.655,1.415,1.128574359,5.058233333,4.7778,6.2221,4.1748,1.052065332,5.400433333,4.7783,6.6597,4.7633,1.090582713,0.978355801,0.950226244,0.971638295,0.937132231
1089,asylum,es5lem,0.566433333,0.71075,0.9293,0.0483,0.372403532,0.498416667,0.5129,0.9377,0.0431,0.405502653,0.582766667,0.64425,0.9808,0.0468,0.385491721,0.5148,0.56315,0.9776,0.0251,0.392374698,0.524966667,0.59405,0.9139,0.0483,0.371901512,0.465333333,0.4308,0.9368,0.0431,0.383312325,0.54955,0.5451,0.9808,0.0468,0.389460302,0.497566667,0.53765,0.9776,0.0251,0.378479134,0.45265,0.44295,0.9139,0.0108,0.491723937,0.412425,0.3401,0.9586,0.0109,0.465299756,0.49375,0.49525,0.9808,0.0037,0.555823116,0.47795,0.4663,0.9758,0.0034,0.539094825,0.54142,0.479,0.8817,0.1583,0.292013676,0.4711,0.4048,0.8352,0.1879,0.253382142,0.48042,0.4262,0.9838,0.1179,0.351593675,0.49324,0.4744,0.8576,0.1148,0.338672767,0.636916667,0.62385,1,0.14,0.348806264,0.530066667,0.48205,1,0.0897,0.415725648,0.572166667,0.55105,1,0.0749,0.397567366,0.510433333,0.4325,1,0.0721,0.425947803,0.605916667,0.5198,1,0.1621,0.33469311,0.523283333,0.45675,1,0.0902,0.411254395,0.54185,0.45765,1,0.0798,0.387259085,0.499116667,0.3972,1,0.0748,0.422518915,0.531525,0.43805,1,0.25,0.324672362,0.433075,0.35225,1,0.0278,0.422844442,0.5322,0.40085,1,0.3271,0.315928019,0.363925,0.223,1,0.0097,0.452338954,0.68502,0.6355,1,0.4563,0.205272275,0.53258,0.4103,1,0.0889,0.359637313,0.53776,0.5593,1,0.256,0.293324876,0.53472,0.4657,1,0.1256,0.390605091,2.7198,2.6747,3.2514,2.0828,0.464070288,3.256783333,3.51665,3.7989,2.2788,0.640831258,5.63015,5.81235,6.2188,4.829,0.567877229,6.240916667,6.51605,6.6975,5.25,0.585744256,2.632283333,2.6284,3.2443,2.0828,0.394799789,3.144883333,3.3984,3.6259,2.2788,0.549942689,5.567033333,5.63,6.2188,4.829,0.562528956,6.1725,6.4283,6.6294,5.25,0.532444694,1.7345,1.96945,2.6981,0.301,1.123726144,1.942925,2.16355,2.9675,0.4771,1.227873784,4.529275,4.7636,6.2188,2.3711,1.91462373,4.615625,4.8194,6.2579,2.5658,1.88444565,2.515,2.6656,3.2443,1.7634,0.591314946,2.79312,3.2393,3.4005,1.8129,0.714786837,5.23844,5.4396,6.215,3.8882,0.911537354,5.7506,6.2823,6.3358,4.0176,0.99237409,2.995633333,3.1518,3.353,2.4216,0.375005684,3.6962,3.69175,3.9697,3.3237,0.257441784,6.012316667,6.00405,6.6674,5.4207,0.411749766,6.71905,6.68365,7.0326,6.3917,0.224632186,2.919533333,3.0565,3.2443,2.4216,0.343160305,3.584533333,3.54535,3.9611,3.3214,0.210935788,5.96545,5.94155,6.6674,5.4207,0.429361911,6.656616667,6.66555,7.0326,6.3758,0.226220692,2.010575,2.1415,3.0603,0.699,1.033528898,2.5303,2.50045,3.257,1.8633,0.685817114,4.8502,5.0062,6.6674,2.721,1.836370059,5.507725,5.3831,6.688,4.5767,1.086725094,2.69344,2.8621,3.2443,1.8865,0.544520393,3.18474,3.3446,3.6836,2.1959,0.572680463,5.5583,5.6919,6.467,4.3915,0.757072827,6.14516,6.3409,6.7138,4.6988,0.82947152,3.13965,3.1162,3.7054,2.683,0.416672993,3.77895,3.88215,4.0069,3.2831,0.28307247,6.031933333,6.04925,6.3614,5.5063,0.292572737,6.758116667,6.76215,6.8502,6.6618,0.085433212,3.086033333,3.0439,3.7054,2.5977,0.411825763,3.6878,3.63815,4.0069,3.2831,0.281762183,5.99655,6.0372,6.3614,5.5063,0.305878327,6.699466667,6.6507,6.8502,6.5628,0.121379185,2.514125,2.65515,2.7731,1.9731,0.367946195,2.78665,2.8705,3.1408,2.2648,0.382293783,5.559425,5.60685,6.2272,4.7968,0.700618167,5.67085,5.6751,6.2976,5.0356,0.662417358,2.84788,2.8802,3.3522,2.0792,0.497984148,3.173,3.4579,3.655,2.2989,0.550090347,5.67066,5.81,6.2221,4.8167,0.544758215,6.17126,6.3732,6.6597,4.9576,0.688626185,1,1,1,1
